Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,Url
2020,Genoa,Serie A,Mattia Perin,ITA,GK,26,1992,21,38,1,1,4,1,37,0.36,0,0,146,408,35.8,546,93,56.8,44.6,189,51.9,44.1,213,11,5.2,8,0.38,12.3,https://fbref.com/en/players/4c62d0c8/Mattia-Perin
2020,Genoa,Serie A,Ionuț Radu,ROU,GK,22,1997,17,35,6,2,4,1,32,0.3,-2,-0.12,89,206,43.2,506,85,35,34.2,153,19,27.9,179,9,5,4,0.24,11.5,https://fbref.com/en/players/67f649be/Ionut-Radu
2020,Getafe,La Liga,David Soria,ESP,GK,26,1993,38,37,5,0,2,1,38,0.33,2,0.05,369,987,37.4,871,41,86.3,58.8,259,90.7,61.4,262,30,11.5,49,1.29,17,https://fbref.com/en/players/8f8c6934/David-Soria
2020,Granada,La Liga,Aarón Escandell,ESP,GK,23,1995,3,3,0,0,0,0,2.6,0.2,-0.4,-0.14,30,81,37,103,21,64.1,48.8,25,60,50.6,30,2,6.7,3,1,13.6,https://fbref.com/en/players/67669ce7/Aaron-Escandell
2020,Granada,La Liga,Rui Silva,POR,GK,25,1994,35,42,4,1,5,0,42.3,0.28,0.3,0.01,348,898,38.8,978,115,66.6,49.2,301,82.1,60.4,331,38,11.5,41,1.17,15.9,https://fbref.com/en/players/ea83bfa6/Rui-Silva
2020,Hellas Verona,Serie A,Boris Radunović,SRB,GK,23,1996,3,8,2,1,3,0,6.8,0.38,-1.2,-0.41,14,37,37.8,47,10,51.1,40.7,14,92.9,64.5,14,1,7.1,0,0,13.8,https://fbref.com/en/players/0dfce079/Boris-Radunovic
2020,Hellas Verona,Serie A,Marco Silvestri,ITA,GK,28,1991,35,43,7,1,7,1,42.4,0.25,0.4,0.01,193,718,26.9,661,78,66.3,48.1,330,84.8,59.2,366,17,4.6,9,0.26,12,https://fbref.com/en/players/0d422df7/Marco-Silvestri
2020,Hertha BSC,Bundesliga,Rune Jarstein,NOR,GK,34,1984,28.3,46,7,3,6,2,38.8,0.25,-5.2,-0.19,290,620,46.8,786,122,57.6,43.1,221,75.6,53.4,281,27,9.6,16,0.57,12.9,https://fbref.com/en/players/27d2618c/Rune-Jarstein
2020,Hertha BSC,Bundesliga,Thomas Kraft,GER,GK,31,1988,4,9,0,0,2,0,7.1,0.35,-1.9,-0.48,38,88,43.2,96,15,64.6,45.4,33,78.8,55.3,44,2,4.5,4,1,17.2,https://fbref.com/en/players/bb25c778/Thomas-Kraft
2020,Hertha BSC,Bundesliga,Dennis Smarsch,GER,GK,20,1999,1.7,4,0,0,1,0,3.7,0.34,-0.3,-0.17,13,31,41.9,54,9,37,35.9,16,68.8,50.6,13,2,15.4,2,1.19,16.1,https://fbref.com/en/players/45f6f52b/Dennis-Smarsch
