Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,Url
2021,Hertha BSC,Bundesliga,Maximilian Mittelstädt,GER,DF,23,1997,27,1797,67,58.7,20,22,78,12,5,18,4,0.85,19,38,-19,-0.95,-1.52,24.1,28.9,-4.8,-0.24,-0.26,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt
2021,Hertha BSC,Bundesliga,Luca Netz,GER,"DF,MF",17,2003,11,309,28,10.1,3.4,2,68,1,9,19,3,1,4,9,-5,-1.46,-1.26,6.5,4.6,1.9,0.55,0.76,https://fbref.com/en/players/e79269bd/Luca-Netz
2021,Hertha BSC,Bundesliga,Jessic Ngankam,GER,FW,20,2000,15,296,20,9.7,3.3,2,67,0,13,13,7,0.87,4,5,-1,-0.3,0.02,3.1,7.7,-4.6,-1.4,-1.4,https://fbref.com/en/players/bc249af8/Jessic-Ngankam
2021,Hertha BSC,Bundesliga,Peter Pekarík,SVK,DF,33,1986,23,1692,74,55.3,18.8,22,76,10,1,19,11,1.04,28,30,-2,-0.11,0.49,25,27.1,-2.1,-0.11,0.05,https://fbref.com/en/players/c18d22f5/Peter-Pekarik
2021,Hertha BSC,Bundesliga,Krzysztof Piątek,POL,FW,25,1995,32,1630,51,53.3,18.1,18,73,3,14,23,0,1.06,20,27,-7,-0.39,-0.13,20.6,23.6,-3,-0.17,-0.07,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek
2021,Hertha BSC,Bundesliga,Marvin Plattenhardt,GER,DF,28,1992,16,1071,67,35,11.9,12,78,6,4,33,7,1.13,17,13,4,0.34,1.01,14.6,15.3,-0.7,-0.06,0.12,https://fbref.com/en/players/f7aa75bd/Marvin-Plattenhardt
2021,Hertha BSC,Bundesliga,Nemanja Radonjić,SRB,"FW,DF",24,1996,12,611,51,20,6.8,5,78,2,7,31,1,1.17,8,6,2,0.29,0.77,9.6,7.8,1.8,0.26,0.5,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic
2021,Hertha BSC,Bundesliga,Daishawn Redan,NED,"FW,MF",19,2001,7,102,15,3.3,1.1,0,NA,0,7,15,6,0.29,0,4,-4,-3.53,-3.32,1.4,2.6,-1.2,-1.08,-0.97,https://fbref.com/en/players/16b4260e/Daishawn-Redan
2021,Hertha BSC,Bundesliga,Karim Rekik,NED,DF,25,1994,0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/3376a776/Karim-Rekik
2021,Hertha BSC,Bundesliga,Alexander Schwolow,GER,GK,28,1992,26,2340,90,76.5,26,26,90,26,0,NA,8,1.08,34,39,-5,-0.19,0.56,32.9,35.7,-2.8,-0.11,0.11,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
2021,Hertha BSC,Bundesliga,Niklas Stark,GER,"DF,MF",25,1995,33,2793,85,91.3,31,31,89,29,2,20,1,0.97,36,50,-14,-0.45,-1.46,38.6,42.2,-3.6,-0.12,0.21,https://fbref.com/en/players/aad48be9/Niklas-Stark
2021,Hertha BSC,Bundesliga,Jordan Torunarigha,GER,DF,22,1997,14,969,69,31.7,10.8,11,82,9,3,23,8,1.43,15,15,0,0,0.47,11.3,14.3,-3,-0.28,-0.21,https://fbref.com/en/players/f86cabbd/Jordan-Torunarigha
2021,Hertha BSC,Bundesliga,Lucas Tousart,FRA,MF,23,1997,26,2090,80,68.3,23.2,25,83,17,1,16,5,1,25,36,-11,-0.47,-0.47,28.5,30,-1.5,-0.07,0.22,https://fbref.com/en/players/71ec39ef/Lucas-Tousart
2021,Hertha BSC,Bundesliga,Ruwen Werthmüller,SUI,FW,19,2001,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/fea0ece7/Ruwen-Werthmuller
2021,Hertha BSC,Bundesliga,Marten Winkler,GER,FW,17,2002,1,1,1,0,0,0,NA,0,1,1,0,1,0,0,0,0,0.32,0,0,0,-1.54,-1.41,https://fbref.com/en/players/e0d515ef/Marten-Winkler
2021,Hertha BSC,Bundesliga,Deyovaisio Zeefuik,NED,DF,22,1998,22,905,41,29.6,10.1,10,66,2,12,20,7,1.09,11,14,-3,-0.3,0.04,12,12.7,-0.8,-0.08,0.08,https://fbref.com/en/players/58a2e9f6/Deyovaisio-Zeefuik
2021,Hoffenheim,Bundesliga,Sargis Adamyan,ARM,"FW,MF",27,1993,18,479,27,15.7,5.3,3,77,1,15,16,6,1.5,13,6,7,1.32,1.63,10.5,10.8,-0.3,-0.06,-0.02,https://fbref.com/en/players/22919e97/Sargis-Adamyan
2021,Hoffenheim,Bundesliga,Kevin Akpoguma,NGA,DF,25,1995,16,1184,74,38.7,13.2,14,83,10,2,14,2,1.06,20,22,-2,-0.15,-0.15,19.7,23.3,-3.6,-0.27,-0.37,https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma
2021,Hoffenheim,Bundesliga,Alfons Amade,GER,"DF,MF",20,1999,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/d73a07e2/Alfons-Amade
2021,Hoffenheim,Bundesliga,Oliver Baumann,GER,GK,30,1990,31,2790,90,91.2,31,31,90,31,0,NA,0,1.23,48,51,-3,-0.1,-0.43,46.6,49.8,-3.2,-0.1,-0.64,https://fbref.com/en/players/47064058/Oliver-Baumann
2021,Hoffenheim,Bundesliga,Christoph Baumgartner,AUT,"MF,FW",20,1999,31,2369,76,77.4,26.3,28,81,13,3,30,0,1.23,43,46,-3,-0.11,-0.24,39.1,42.3,-3.2,-0.12,-0.33,https://fbref.com/en/players/437f2b00/Christoph-Baumgartner
2021,Hoffenheim,Bundesliga,Ihlas Bebou,TOG,FW,26,1994,32,2200,69,71.9,24.4,23,85,13,9,28,2,1.31,43,40,3,0.12,0.65,40,36.2,3.8,0.16,0.72,https://fbref.com/en/players/a53b661f/Ihlas-Bebou
2021,Hoffenheim,Bundesliga,Maximilian Beier,GER,"FW,DF",17,2002,3,10,3,0.3,0.1,0,NA,0,3,3,8,1.33,0,1,-1,-9,-8.97,0,0.2,-0.2,-1.97,-1.93,https://fbref.com/en/players/5db45ee5/Maximilian-Beier
2021,Hoffenheim,Bundesliga,Ishak Belfodil,ALG,FW,28,1992,14,596,43,19.5,6.6,7,68,1,7,18,12,0.5,4,14,-10,-1.51,-1.8,8.1,11.9,-3.8,-0.57,-0.66,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil
2021,Hoffenheim,Bundesliga,Ermin Bičakčić,BIH,DF,30,1990,2,128,64,4.2,1.4,2,64,1,0,NA,0,3,5,3,2,1.41,1.53,4.4,2.6,1.7,1.23,1.33,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic
2021,Hoffenheim,Bundesliga,Melayro Bogarde,NED,"DF,MF",18,2002,9,277,31,9.1,3.1,2,88,1,7,14,22,1.67,3,9,-6,-1.95,-2.08,5,6.8,-1.8,-0.58,-0.59,https://fbref.com/en/players/1fda91b3/Melayro-Bogarde
2021,Hoffenheim,Bundesliga,Joshua Brenet,NED,DF,26,1994,1,1,1,0,0,0,NA,0,1,1,14,3,0,0,0,0,0.06,0,0,0,0,0.05,https://fbref.com/en/players/2b5527c4/Joshua-Brenet
2021,Hoffenheim,Bundesliga,Jacob Bruun Larsen,DEN,FW,21,1998,2,89,45,2.9,1,1,58,0,1,31,7,0.5,1,2,-1,-1.01,-0.98,1.2,1.9,-0.7,-0.69,-0.66,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2021,Hoffenheim,Bundesliga,Moanes Dabbur,ISR,FW,28,1992,22,999,45,32.6,11.1,11,75,2,11,16,7,1.18,17,12,5,0.45,0.76,17.6,16.4,1.1,0.1,0.22,https://fbref.com/en/players/eac044ad/Moanes-Dabbur
2021,Hoffenheim,Bundesliga,Mijat Gaćinović,SRB,"DF,MF",25,1995,23,822,36,26.9,9.1,7,72,2,16,20,2,1.09,12,14,-2,-0.22,-0.22,15.7,15.3,0.4,0.04,0.12,https://fbref.com/en/players/16daec92/Mijat-Gacinovic
2021,Hoffenheim,Bundesliga,Dennis Geiger,GER,MF,22,1998,9,658,73,21.5,7.3,9,73,3,0,NA,0,1.33,10,12,-2,-0.27,-0.27,11.3,13.7,-2.4,-0.33,-0.37,https://fbref.com/en/players/37f606f0/Dennis-Geiger
2021,Hoffenheim,Bundesliga,Max Geschwill,GER,MF,19,2001,0,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/0ffda76d/Max-Geschwill
2021,Hoffenheim,Bundesliga,Florian Grillitsch,AUT,"MF,DF",24,1995,26,1879,72,61.4,20.9,22,83,15,4,15,0,1.23,33,30,3,0.14,0.52,30.5,31.8,-1.3,-0.06,-0.04,https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch
2021,Hoffenheim,Bundesliga,Gabriel Haider,AUT,DF,18,2002,0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/ab488bdc/Gabriel-Haider
2021,Hoffenheim,Bundesliga,Marco John,GER,DF,18,2002,14,997,71,32.6,11.1,12,79,8,2,26,8,1.36,19,19,0,0,0.09,18.7,16.4,2.3,0.21,0.37,https://fbref.com/en/players/d9e196bf/Marco-John
2021,Hoffenheim,Bundesliga,Pavel Kadeřábek,CZE,DF,28,1992,20,1588,79,51.9,17.6,17,88,15,3,31,0,1.5,30,24,6,0.34,0.83,28.1,26.6,1.5,0.08,0.27,https://fbref.com/en/players/79c90e45/Pavel-Kaderabek
2021,Hoffenheim,Bundesliga,Klauss,BRA,"FW,DF",23,1997,4,51,13,1.7,0.6,0,NA,0,4,13,7,0.5,0,3,-3,-5.29,-5.32,1.6,2.4,-0.8,-1.46,-1.44,https://fbref.com/en/players/f5ae006d/Klauss
2021,Hoffenheim,Bundesliga,Andrej Kramarić,CRO,"FW,MF",29,1991,28,2379,85,77.7,26.4,26,88,17,2,42,0,1.46,43,41,2,0.08,0.6,40.9,39.9,0.9,0.03,0.36,https://fbref.com/en/players/603cb947/Andrej-Kramaric
2021,Hoffenheim,Bundesliga,Nahuel Noll,GER,GK,17,2003,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/c7d84763/Nahuel-Noll
2021,Hoffenheim,Bundesliga,Håvard Nordtveit,NOR,DF,30,1990,12,700,58,22.9,7.8,6,90,6,6,27,4,1.67,15,14,1,0.13,0.24,13.2,13.8,-0.6,-0.08,-0.04,https://fbref.com/en/players/6cafd68d/Havard-Nordtveit
2021,Hoffenheim,Bundesliga,Kasim Nuhu,GHA,DF,25,1995,12,987,82,32.3,11,11,87,10,1,30,12,1.42,18,15,3,0.27,0.49,16.4,14.8,1.6,0.15,0.28,https://fbref.com/en/players/93a50d2c/Kasim-Nuhu
2021,Hoffenheim,Bundesliga,Philipp Pentke,GER,GK,35,1985,3,270,90,8.8,3,3,90,3,0,NA,30,1.67,4,3,1,0.33,0.43,5.1,3.5,1.6,0.54,0.64,https://fbref.com/en/players/c41f7379/Philipp-Pentke
2021,Hoffenheim,Bundesliga,Luca Philipp,GER,GK,19,2000,0,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/eb3e717e/Luca-Philipp
2021,Hoffenheim,Bundesliga,Stefan Posch,AUT,DF,23,1997,26,2119,82,69.2,23.5,25,84,19,1,15,0,1.27,37,35,2,0.08,0.47,36.1,35.3,0.8,0.03,0.25,https://fbref.com/en/players/7f609bfc/Stefan-Posch
2021,Hoffenheim,Bundesliga,Chris Richards,USA,DF,20,2000,11,944,86,30.8,10.5,11,86,8,0,NA,1,1.18,13,13,0,0,0.09,11.8,11.9,-0.1,-0.01,0.06,https://fbref.com/en/players/0a3d6d2b/Chris-Richards
2021,Hoffenheim,Bundesliga,Sebastian Rudy,GER,"MF,DF",30,1990,25,1678,67,54.8,18.6,21,75,12,4,24,1,1.2,26,29,-3,-0.16,-0.23,27,26.9,0.1,0,0.11,https://fbref.com/en/players/80f36c88/Sebastian-Rudy
2021,Hoffenheim,Bundesliga,Georginio Rutter,FRA,FW,18,2002,9,241,27,7.9,2.7,2,68,1,7,15,3,1.11,3,3,0,0,0.06,3,4.1,-1.1,-0.41,-0.4,https://fbref.com/en/players/c64c01fc/Georginio-Rutter
2021,Hoffenheim,Bundesliga,Diadie Samassékou,MLI,MF,24,1996,31,2563,83,83.8,28.5,31,83,18,0,NA,1,1.26,45,47,-2,-0.07,-0.07,43.8,42.1,1.7,0.06,0.65,https://fbref.com/en/players/08593525/Diadie-Samassekou
2021,Hoffenheim,Bundesliga,Ryan Sessegnon,ENG,DF,20,2000,23,1574,68,51.4,17.5,17,85,13,6,21,1,1.26,25,27,-2,-0.11,-0.11,23.3,25.9,-2.7,-0.15,-0.22,https://fbref.com/en/players/6aa3e78b/Ryan-Sessegnon
2021,Hoffenheim,Bundesliga,Robert Skov,DEN,"FW,DF",24,1996,23,1164,51,38,12.9,12,68,0,11,32,1,1.22,13,17,-4,-0.31,-0.4,16.6,23.1,-6.5,-0.5,-0.73,https://fbref.com/en/players/ff98492b/Robert-Skov
2021,Hoffenheim,Bundesliga,Kevin Vogt,GER,DF,28,1991,24,1841,77,60.2,20.5,20,86,18,4,29,3,1,27,37,-10,-0.49,-1.08,34.1,35.8,-1.7,-0.08,-0.09,https://fbref.com/en/players/1d8e9add/Kevin-Vogt
2021,Köln,Bundesliga,Sebastian Andersson,SWE,FW,29,1991,16,1126,70,36.8,12.5,14,79,4,2,10,1,0.69,14,23,-9,-0.72,-0.07,17.3,18.8,-1.4,-0.11,0.58,https://fbref.com/en/players/b4cf5806/Sebastian-Andersson
2021,Köln,Bundesliga,Toluwalas Arokodare,NGA,FW,19,2000,10,112,11,3.7,1.2,0,NA,0,10,11,7,0.6,3,4,-1,-0.8,-0.13,2,1.4,0.6,0.47,0.98,https://fbref.com/en/players/a42760bc/Toluwalas-Arokodare
2021,Köln,Bundesliga,Sebastiaan Bornauw,BEL,DF,21,1999,24,2083,87,68.1,23.1,23,90,23,1,13,1,1.04,21,40,-19,-0.82,-0.45,26.6,38.5,-11.9,-0.52,-0.12,https://fbref.com/en/players/01834aa0/Sebastiaan-Bornauw
2021,Köln,Bundesliga,Sava Cestic,SRB,DF,19,2001,11,899,82,29.4,10,11,82,9,0,NA,6,1.27,10,19,-9,-0.9,-0.32,8,16.4,-8.4,-0.84,-0.51,https://fbref.com/en/players/0b7dae21/Sava-Cestic
2021,Köln,Bundesliga,Rafael Czichos,GER,DF,30,1990,28,2259,81,73.8,25.1,26,84,21,2,44,0,0.96,27,39,-12,-0.48,0.76,30.9,36.6,-5.7,-0.23,0.95,https://fbref.com/en/players/b0a0698b/Rafael-Czichos
2021,Köln,Bundesliga,Emmanuel Dennis,NGA,FW,22,1997,9,474,53,15.5,5.3,6,72,2,3,13,3,0.78,6,9,-3,-0.57,0.13,5.2,7.6,-2.4,-0.46,0.02,https://fbref.com/en/players/2c44a35d/Emmanuel-Dennis
2021,Köln,Bundesliga,Dominick Drexler,GER,"MF,FW",30,1990,27,1233,46,40.3,13.7,11,77,2,16,24,7,1.04,12,21,-9,-0.66,0.03,16.6,22.9,-6.3,-0.46,0.03,https://fbref.com/en/players/809940aa/Dominick-Drexler
2021,Köln,Bundesliga,Ondrej Duda,SVK,"FW,MF",25,1994,32,2537,79,82.9,28.2,32,79,13,0,NA,0,1.03,31,40,-9,-0.32,2.09,30.9,42.6,-11.8,-0.42,0.34,https://fbref.com/en/players/79ca3e23/Ondrej-Duda
2021,Köln,Bundesliga,Kingsley Ehizibue,NED,DF,25,1995,21,1133,54,37,12.6,15,68,2,6,20,10,0.81,11,22,-11,-0.87,-0.31,14.8,18.2,-3.3,-0.26,0.34,https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue
2021,Köln,Bundesliga,Jonas Hector,GER,MF,30,1990,19,1290,68,42.2,14.3,15,80,7,4,24,1,0.84,16,28,-12,-0.84,-0.28,19.9,25.5,-5.5,-0.39,0.16,https://fbref.com/en/players/c2009df3/Jonas-Hector
2021,Köln,Bundesliga,Marco Höger,GER,"DF,MF",30,1989,3,53,18,1.7,0.6,1,45,0,2,4,3,1,1,2,-1,-1.7,-1.04,0.2,2.7,-2.5,-4.24,-3.83,https://fbref.com/en/players/4114f306/Marco-Hoger
2021,Köln,Bundesliga,Jannes Horn,GER,DF,23,1997,29,1768,61,57.8,19.6,20,78,12,9,23,4,1.1,22,42,-20,-1.02,-0.81,23,36.8,-13.8,-0.7,-0.54,https://fbref.com/en/players/2b83fa49/Jannes-Horn
2021,Köln,Bundesliga,Timo Horn,GER,GK,27,1993,34,3009,89,98.3,33.4,34,89,33,0,NA,0,0.97,33,59,-26,-0.78,-6.07,38.9,54.1,-15.2,-0.46,1.29,https://fbref.com/en/players/3cd9e95a/Timo-Horn
2021,Köln,Bundesliga,Ismail Jakobs,GER,"DF,MF",20,1999,23,1726,75,56.4,19.2,18,87,12,5,32,1,0.87,20,36,-16,-0.83,-0.36,21.5,28.7,-7.2,-0.38,0.23,https://fbref.com/en/players/a0415710/Ismail-Jakobs
2021,Köln,Bundesliga,Florian Kainz,AUT,"FW,MF",27,1992,8,447,56,14.6,5,6,68,1,2,21,0,1.25,6,9,-3,-0.6,0.08,8.4,7.6,0.8,0.15,0.74,https://fbref.com/en/players/94c18565/Florian-Kainz
2021,Köln,Bundesliga,Noah Katterbach,GER,DF,19,2001,21,1111,53,36.3,12.3,12,80,5,9,17,11,0.95,13,17,-4,-0.32,0.55,15.2,18.9,-3.7,-0.3,0.28,https://fbref.com/en/players/e27de4fa/Noah-Katterbach
2021,Köln,Bundesliga,Tim Lemperle,GER,FW,18,2002,0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/792ffa71/Tim-Lemperle
2021,Köln,Bundesliga,Dimitris Limnios,GRE,"MF,FW",22,1998,12,378,32,12.4,4.2,2,61,0,10,26,9,0.25,3,6,-3,-0.71,-0.04,4.9,5.6,-0.7,-0.17,0.36,https://fbref.com/en/players/62c7067a/Dimitris-Limnios
2021,Köln,Bundesliga,Jorge Meré,ESP,DF,23,1997,16,1300,81,42.5,14.4,14,87,12,2,44,12,0.56,13,24,-11,-0.76,-0.15,15.7,23.1,-7.3,-0.51,-0.06,https://fbref.com/en/players/9f979eb2/Jorge-Mere
2021,Köln,Bundesliga,Max Meyer,GER,MF,24,1995,10,351,35,11.5,3.9,3,90,3,7,12,6,1,3,10,-7,-1.79,-1.26,6.5,8.4,-1.9,-0.49,-0.01,https://fbref.com/en/players/eba42d2b/Max-Meyer
2021,Köln,Bundesliga,Anthony Modeste,FRA,"FW,MF",32,1988,8,221,28,7.2,2.5,1,69,0,7,22,5,0.75,0,6,-6,-2.44,-1.9,3,6.1,-3.1,-1.26,-0.84,https://fbref.com/en/players/34e4343c/Anthony-Modeste
2021,Köln,Bundesliga,Marvin Obuz,GER,MF,18,2002,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/14025baf/Marvin-Obuz
2021,Köln,Bundesliga,Salih Özcan,TUR,"MF,FW",22,1998,28,1371,49,44.8,15.2,15,80,7,13,14,6,1.04,13,27,-14,-0.92,-0.44,14.6,26.1,-11.5,-0.75,-0.5,https://fbref.com/en/players/15413fa5/Salih-Ozcan
2021,Köln,Bundesliga,Elvis Rexhbeçaj,GER,"MF,FW",22,1997,30,1833,61,59.9,20.4,20,81,8,10,21,3,1,20,36,-16,-0.79,-0.27,20.5,33.1,-12.6,-0.62,-0.36,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj
2021,Köln,Bundesliga,Benno Schmitz,GER,DF,25,1994,12,416,35,13.6,4.6,4,86,2,8,9,14,1.67,3,9,-6,-1.3,-0.72,5.2,7.6,-2.3,-0.5,-0.03,https://fbref.com/en/players/ad00b1a8/Benno-Schmitz
2021,Köln,Bundesliga,Ellyes Skhiri,TUN,MF,25,1995,32,2785,87,91,30.9,32,87,26,0,NA,1,0.91,31,56,-25,-0.81,-1.46,34.5,50.9,-16.4,-0.53,-0.59,https://fbref.com/en/players/c2211709/Ellyes-Skhiri
2021,Köln,Bundesliga,Frederik Sørensen,DEN,"DF,MF",28,1992,3,99,33,3.2,1.1,1,90,1,2,5,6,0,1,4,-3,-2.73,-2.12,1.7,2.5,-0.9,-0.82,-0.35,https://fbref.com/en/players/68635c10/Frederik-Sorensen
2021,Köln,Bundesliga,Jan Thielmann,GER,"FW,MF",18,2002,24,1029,43,33.6,11.4,9,70,2,15,27,4,1,11,21,-10,-0.87,-0.3,12.6,19.4,-6.8,-0.6,-0.18,https://fbref.com/en/players/fd53759d/Jan-Thielmann
2021,Köln,Bundesliga,Marius Wolf,GER,"DF,MF",25,1995,31,2551,82,83.4,28.3,29,85,18,2,38,0,0.97,29,50,-21,-0.74,-0.39,31.5,46.4,-14.9,-0.53,-0.29,https://fbref.com/en/players/fa661778/Marius-Wolf
2021,Köln,Bundesliga,Ron-Robert Zieler,GER,GK,31,1989,1,51,51,1.7,0.6,0,NA,0,1,51,33,1,1,1,0,0,0.69,0.3,1.3,-1,-1.75,-1.29,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler
2021,Leverkusen,Bundesliga,Lucas Alario,ARG,FW,27,1992,25,1245,50,40.7,13.8,12,75,3,13,27,4,1.56,21,15,6,0.43,0.04,18,15.7,2.2,0.16,-0.07,https://fbref.com/en/players/834d0be5/Lucas-Alario
2021,Leverkusen,Bundesliga,Nadiem Amiri,GER,MF,23,1996,29,1890,65,61.8,21,20,85,14,9,21,0,1.62,39,24,15,0.71,0.79,29.5,24.7,4.8,0.23,0.07,https://fbref.com/en/players/555d5edd/Nadiem-Amiri
2021,Leverkusen,Bundesliga,Charles Aránguiz,CHI,MF,31,1989,21,1669,79,54.5,18.5,20,82,13,1,21,2,1.19,21,24,-3,-0.16,-1.26,24.6,24,0.6,0.03,-0.37,https://fbref.com/en/players/56413b1f/Charles-Aranguiz
2021,Leverkusen,Bundesliga,Santiago Arias,COL,DF,28,1992,1,90,90,2.9,1,1,90,1,0,NA,0,1,1,1,0,0,-0.42,1.4,0.8,0.5,0.54,0.35,https://fbref.com/en/players/fdd60087/Santiago-Arias
2021,Leverkusen,Bundesliga,Leon Bailey,JAM,"FW,MF",22,1997,30,2141,71,70,23.8,25,82,15,5,20,0,1.57,42,27,15,0.63,0.73,34,30.5,3.4,0.14,-0.19,https://fbref.com/en/players/3a233281/Leon-Bailey
2021,Leverkusen,Bundesliga,Julian Baumgartlinger,AUT,MF,32,1988,17,1072,63,35,11.9,12,83,8,5,14,1,1.65,25,12,13,1.09,1.05,16.4,11.7,4.6,0.39,0.29,https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger
2021,Leverkusen,Bundesliga,Karim Bellarabi,GER,"FW,MF",30,1990,22,798,36,26.1,8.9,7,73,0,15,19,5,1.59,8,7,1,0.11,-0.4,13.4,9.7,3.6,0.41,0.28,https://fbref.com/en/players/bee0bab1/Karim-Bellarabi
2021,Leverkusen,Bundesliga,Lars Bender,GER,DF,31,1989,14,936,67,30.6,10.4,12,75,5,2,16,3,2,21,8,13,1.25,1.21,14.7,11.5,3.2,0.3,0.15,https://fbref.com/en/players/c50281a0/Lars-Bender
2021,Leverkusen,Bundesliga,Sven Bender,GER,DF,31,1989,18,1170,65,38.2,13,14,80,8,4,13,2,1.78,21,17,4,0.31,-0.17,14.8,13.8,1,0.08,-0.2,https://fbref.com/en/players/070ec0b1/Sven-Bender
2021,Leverkusen,Bundesliga,Kerem Demirbay,GER,MF,27,1993,29,1744,60,57,19.4,20,78,10,9,21,3,1.38,22,19,3,0.15,-0.6,24.7,21.3,3.4,0.18,-0.06,https://fbref.com/en/players/54b4dc4e/Kerem-Demirbay
2021,Leverkusen,Bundesliga,Moussa Diaby,FRA,"FW,MF",21,1999,32,2388,75,78,26.5,28,82,18,4,22,0,1.63,45,30,15,0.57,0.7,34.8,30.1,4.7,0.18,-0.11,https://fbref.com/en/players/aeed5c06/Moussa-Diaby
2021,Leverkusen,Bundesliga,Aleksandar Dragović,AUT,DF,29,1991,18,1136,63,37.1,12.6,11,86,9,7,27,15,1.61,22,16,6,0.48,0.1,19.5,14.9,4.5,0.36,0.25,https://fbref.com/en/players/6fd8a334/Aleksandar-Dragovic
2021,Leverkusen,Bundesliga,Timothy Fosu-Mensah,NED,DF,22,1998,6,409,68,13.4,4.5,5,73,2,1,45,1,0.83,6,5,1,0.22,-0.22,5.7,6.4,-0.8,-0.17,-0.42,https://fbref.com/en/players/a9142dc3/Timothy-Fosu-Mensah
2021,Leverkusen,Bundesliga,Jeremie Frimpong,NED,"DF,FW",19,2000,10,436,44,14.2,4.8,4,74,2,6,23,4,1.4,7,8,-1,-0.21,-0.72,8.4,5.9,2.5,0.51,0.37,https://fbref.com/en/players/74f2e748/Jeremie-Frimpong
2021,Leverkusen,Bundesliga,Emrehan Gedikli,GER,FW,17,2003,1,25,25,0.8,0.3,0,NA,0,1,25,11,0,1,1,0,0,-0.42,1,0.7,0.3,0.96,0.77,https://fbref.com/en/players/62f94e47/Emrehan-Gedikli
2021,Leverkusen,Bundesliga,Demarai Gray,ENG,FW,24,1996,10,442,44,14.4,4.9,5,67,2,5,21,2,1,5,12,-7,-1.43,-2.15,7.7,6.6,1.2,0.24,0.04,https://fbref.com/en/players/4468ec10/Demarai-Gray
2021,Leverkusen,Bundesliga,Lennart Grill,GER,GK,21,1999,4,360,90,11.8,4,4,90,4,0,NA,16,0.75,3,7,-4,-1,-1.6,7.5,5.3,2.2,0.54,0.38,https://fbref.com/en/players/37998008/Lennart-Grill
2021,Leverkusen,Bundesliga,Lukáš Hrádecký,FIN,GK,30,1989,29,2565,88,83.8,28.5,29,88,28,0,NA,0,1.66,48,29,19,0.67,1.58,38.8,31.3,7.4,0.26,0.37,https://fbref.com/en/players/ad3389d5/Lukas-Hradecky
2021,Leverkusen,Bundesliga,Tin Jedvaj,CRO,DF,24,1995,3,152,51,5,1.7,2,68,1,1,17,22,1.67,1,0,1,0.59,0.19,1.3,0.6,0.6,0.37,0.17,https://fbref.com/en/players/f820504e/Tin-Jedvaj
2021,Leverkusen,Bundesliga,Marcel Johnen,GER,GK,17,2002,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/242f5ba3/Marcel-Johnen
2021,Leverkusen,Bundesliga,Niklas Lomb,GER,GK,27,1993,2,135,68,4.4,1.5,1,90,1,1,45,25,1,2,3,-1,-0.67,-1.13,1,3.8,-2.8,-1.85,-2.15,https://fbref.com/en/players/9321b8ed/Niklas-Lomb
